x,y
212,151
212,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
212,151
212,151
212,151
212,151
212,151
212,151
214,151
214,151
216,151
216,151
217,151
217,151
219,151
219,151
221,151
221,151
222,151
222,151
223,151
223,151
224,151
224,151
226,151
226,151
227,151
227,151
228,152
228,152
228,151
228,151
229,152
229,152
230,152
230,152
232,152
232,152
233,152
233,152
234,152
234,152
235,152
235,152
236,152
236,152
236,152
236,152
237,153
237,153
237,153
237,153
237,153
237,153
237,153
237,153
237,153
237,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,153
238,154
238,154
236,154
236,154
235,155
235,155
233,155
233,155
230,156
230,156
226,157
226,157
222,158
222,158
217,159
217,159
212,159
212,159
207,160
207,160
207,160
207,160
196,162
196,162
192,163
192,163
187,164
187,164
184,164
184,164
178,165
178,165
174,165
174,165
171,166
171,166
168,166
168,166
166,167
166,167
164,167
164,167
163,168
163,168
162,168
162,168
162,168
162,168
161,168
161,168
161,168
161,168
161,168
161,168
160,168
160,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
161,168
162,168
162,168
162,168
162,168
162,168
162,168
162,168
162,168
162,167
162,167
162,168
162,168
162,168
162,168
163,168
163,168
163,168
163,168
167,168
167,168
170,167
170,167
173,167
173,167
175,167
175,167
178,167
178,167
180,168
180,168
183,167
183,167
186,168
186,168
188,168
188,168
191,168
191,168
193,168
193,168
194,168
194,168
196,168
196,168
198,168
198,168
200,168
200,168
202,169
202,169
203,169
203,169
204,169
204,169
205,170
205,170
205,170
205,170
206,170
206,170
206,170
206,170
206,170
206,170
206,170
206,170
206,170
206,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
207,170
209,170
209,170
212,169
212,169
214,169
214,169
215,169
215,169
217,169
217,169
218,169
218,169
221,169
221,169
223,169
223,169
225,169
225,169
226,168
226,168
228,169
228,169
229,169
229,169
231,169
231,169
233,169
233,169
234,169
234,169
235,169
235,169
237,169
237,169
237,170
237,170
237,170
237,170
239,170
239,170
240,170
240,170
240,170
240,170
241,170
241,170
242,170
242,170
242,170
242,170
243,171
243,171
243,170
243,170
244,170
244,170
244,170
244,170
244,171
244,171
244,171
244,171
244,171
244,171
243,170
243,170
243,171
243,171
243,170
243,170
243,170
243,170
242,170
242,170
241,171
241,171
241,171
241,171
238,172
238,172
235,172
235,172
233,174
233,174
228,175
228,175
223,176
223,176
217,177
217,177
211,178
211,178
205,179
205,179
199,179
199,179
195,179
195,179
191,180
191,180
187,180
187,180
182,181
182,181
178,182
178,182
175,183
175,183
171,184
171,184
169,184
169,184
166,185
166,185
165,185
165,185
164,185
164,185
164,185
164,185
163,184
163,184
162,184
162,184
162,184
162,184
162,184
162,184
162,183
162,183
162,184
162,184
162,184
162,184
163,184
163,184
163,183
163,183
163,184
163,184
163,183
163,183
164,183
164,183
163,183
163,183
164,183
164,183
164,183
164,183
164,183
164,183
164,183
164,183
165,183
165,183
167,183
167,183
170,183
170,183
172,183
172,183
175,183
175,183
177,183
177,183
180,183
180,183
183,183
183,183
186,183
186,183
188,183
188,183
190,183
190,183
192,182
192,182
194,182
194,182
196,183
196,183
199,182
199,182
200,182
200,182
202,183
202,183
204,182
204,182
206,183
206,183
207,183
207,183
208,183
208,183
209,183
209,183
210,184
210,184
210,184
210,184
211,185
211,185
211,184
211,184
211,185
211,185
211,185
211,185
211,185
211,185
211,184
211,184
211,185
211,185
211,185
211,185
211,185
211,185
211,185
211,185
211,184
211,184
212,185
212,185
212,184
212,184
213,184
213,184
214,184
214,184
215,184
215,184
217,184
217,184
219,183
219,183
221,183
221,183
223,182
223,182
225,182
225,182
227,181
227,181
229,181
229,181
231,181
231,181
233,181
233,181
235,181
235,181
235,181
235,181
236,181
236,181
237,181
237,181
238,181
238,181
240,181
240,181
242,181
242,181
243,181
243,181
244,181
244,181
245,182
245,182
246,182
246,182
247,182
247,182
248,182
248,182
249,182
249,182
249,182
249,182
249,182
249,182
249,182
249,182
249,182
249,182
248,182
248,182
248,182
248,182
248,182
248,182
248,181
248,181
247,181
247,181
247,181
247,181
246,181
246,181
246,181
246,181
246,181
246,181
246,180
246,180
245,180
245,180
245,180
245,180
245,181
245,181
245,180
245,180
245,180
245,180
244,180
244,180
243,180
243,180
242,180
242,180
242,181
242,181
240,181
240,181
239,181
239,181
237,181
237,181
235,182
235,182
233,182
233,182
230,182
230,182
228,182
228,182
224,182
224,182
222,182
222,182
216,182
216,182
215,182
215,182
213,182
213,182
213,182
213,182
212,181
212,181
211,181
211,181
211,180
211,180
211,180
211,180
211,180
211,180
211,180
211,180
211,180
211,180
210,180
210,180
210,181
210,181
209,181
209,181
209,180
209,180
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
209,181
208,181
208,181
208,181
208,181
209,181
209,181
208,181
208,181
208,181
208,181
209,181
209,181
210,181
210,181
210,181
210,181
210,181
210,181
210,181
210,181
211,181
211,181
211,181
211,181
210,183
210,183
